Project,Shape,Property Name,Property label,URI
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,'References Term',rdm_types:ArtifactTermReferenceLink,rdm_types:ArtifactTermReferenceLink,References Term,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,'Refined By Architecture Element',http://jazz.net/ns/dm/linktypes#refine,http://jazz.net/ns/dm/linktypes#refine,Refined By Architecture Element,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,'Regulated By',https://dng.skb.se/link/regulation,https://dng.skb.se/link/regulation,Regulated By,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,'Satisfied By Architecture Element',http://jazz.net/ns/dm/linktypes#satisfy,http://jazz.net/ns/dm/linktypes#satisfy,Satisfied By Architecture Element,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,Satisfies,https://dng.skb.se/link/satisfaction,https://dng.skb.se/link/satisfaction,Satisfies,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,Satisfies,https://clm.celeris.se/rm/types/LT_cc0DcUqNEe-lXMAnwStbdQ,,Satisfies,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,'Specified By',oslc_rm:specifiedBy,oslc_rm:specifiedBy,Specified By,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,Specifies,oslc_rm:specifies,oslc_rm:specifies,Specifies,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,Synonym,rdm_types:SynonymLink,rdm_types:SynonymLink,Synonym,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,'Traced By Architecture Element',http://jazz.net/ns/dm/linktypes#trace,http://jazz.net/ns/dm/linktypes#trace,Traced By Architecture Element,None
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,acc,http://open-services.net/ns/core/acc#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,acp,http://jazz.net/ns/acp#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,atom,http://www.w3.org/2005/Atom
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,config_ext,http://jazz.net/ns/config_ext#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,dc,http://purl.org/dc/elements/1.1/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,dcterms,http://purl.org/dc/terms/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,dng_reqif,http://jazz.net/ns/rm/dng/reqif#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,dng_task,http://jazz.net/ns/rm/dng/task#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,dng_trs,http://jazz.net/ns/rm/dng/trs#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,dng_types,http://jazz.net/ns/rm/dng/types#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,ds,http://jazz.net/xmlns/alm/rm/datasource/v0.1
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,foaf,http://xmlns.com/foaf/0.1/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,gc,http://jazz.net/ns/globalconfig#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,jazz_idp,http://jazz.net/ns/jazz/idp#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,jazz_rm,http://jazz.net/ns/rm#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,jfs,http://jazz.net/xmlns/prod/jazz/jfs/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,jp,http://jazz.net/xmlns/prod/jazz/process/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,jp06,http://jazz.net/xmlns/prod/jazz/process/0.6/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,ldp,http://www.w3.org/ns/ldp#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,ns,http://com.ibm.rdm/navigation#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc,http://open-services.net/ns/core#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_am,http://open-services.net/ns/am#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_auto,http://open-services.net/ns/auto#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_cm,http://open-services.net/xmlns/cm/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_cm1,http://open-services.net/ns/cm#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_cm_10,http://open-services.net/xmlns/cm/1.0/cm#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_config,http://open-services.net/ns/config#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_config_ext,http://jazz.net/ns/config_ext#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_qm,http://open-services.net/ns/qm#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_qm_10,http://open-services.net/xmlns/qm/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_rm,http://open-services.net/ns/rm#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,oslc_rm_10,http://open-services.net/xmlns/rm/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,owl,http://www.w3.org/2002/07/owl#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,process,http://jazz.net/ns/process#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,prov,http://www.w3.org/ns/prov#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,public_rm_10,http://www.ibm.com/xmlns/rm/public/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,qm_ns2,http://jazz.net/xmlns/alm/qm/v0.1/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,qm_rqm,http://jazz.net/ns/qm/rqm#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rdf,http://www.w3.org/1999/02/22-rdf-syntax-ns#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rdfs,http://www.w3.org/2000/01/rdf-schema#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rdm_types,http://www.ibm.com/xmlns/rdm/types/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rm,http://www.ibm.com/xmlns/rdm/rdf/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rm_config,http://jazz.net/ns/rm/dng/config#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rm_ds,http://jazz.net/xmlns/alm/rm/datasource/v0.1
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rm_modules,http://jazz.net/ns/rm/dng/module#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rm_nav,http://jazz.net/ns/rm/navigation#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rm_text,http://jazz.net/xmlns/alm/rm/text/v0.1
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rm_view,http://jazz.net/ns/rm/dng/view#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rqm,http://jazz.net/xmlns/prod/jazz/rqm/qm/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rrm,http://www.ibm.com/xmlns/rrm/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,rtc_cm,http://jazz.net/xmlns/prod/jazz/rtc/cm/1.0/
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,trs,http://open-services.net/ns/core/trs#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,trspatch,http://open-services.net/ns/core/trspatch#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,xhtml,http://www.w3.org/1999/xhtml
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,xml,http://www.w3.org/XML/1998/namespace
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,xs,http://www.w3.org/2001/XMLSchema
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer_Initial_Baseline_attributes,xsd,http://www.w3.org/2001/XMLSchema#
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Accepted,,https://clm.celeris.se/rm/types/AD_cc0DzkqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Alternative Spelling',,rdm_types:AlternateSpelling,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Anteckning,,https://trafikverket.se/rgv/attribute/anteckning,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Approved By',,https://clm.celeris.se/rm/types/AD_cc0DzEqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Approver Position',,https://clm.celeris.se/rm/types/AD_cc0Dv0qNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Background,,https://dng.skb.se/attr/background,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Child Of',,rdm_types:Decomposition,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Clarity,,https://clm.celeris.se/rm/types/AD_cc0Dz0qNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,High,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWHEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWHEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Low,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWGkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWGkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Medium,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWG0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWGUqNEe-lXMAnwStbdQ#_cXvWG0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,cmint_applied_RCR_numbers,,https://clm.celeris.se/rm/types/AD_cc0D0EqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Constrained By',,https://dng.skb.se/link/constraint,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Contributor,,dcterms:contributor,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Created On',,dcterms:created,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Creator,,dcterms:creator,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Depth,,https://clm.celeris.se/rm/types/AD_RVAboFRBEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Derives Architecture Element',,http://jazz.net/ns/dm/linktypes#derives,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Description,,dcterms:description,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Elaborated By',,oslc_rm:elaboratedBy,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Elaborates,,oslc_rm:elaborates,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Embeds,,rdm_types:Embedding,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'External link to',,https://dng.skb.se/link/external,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Extracted,,rdm_types:Extraction,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Fast text i mall?',,https://trafikverket.se/rgv/attribute/fastmall,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,'Ja (får ej ändras)',https://trafikverket.se/rgv/value/fasttext#ja,https://trafikverket.se/rgv/value/fasttext#ja
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,'Nej (kan ändras)',https://trafikverket.se/rgv/value/fasttext#nej,https://trafikverket.se/rgv/value/fasttext#nej
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Flytta till folder',,https://trafikverket.se/rgv/attribute/flyttaTfolder,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Bilder,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_2WdUM1AUGyLFPv2V8GCaaw,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_2WdUM1AUGyLFPv2V8GCaaw
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,'Förkortningar och Termer',https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_AHPsPv4vFNqDwH4tRCepzw,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_AHPsPv4vFNqDwH4tRCepzw
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,'Krav och råd referenser',https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_vozAMpcjG0DB2_qKETjZWQ,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_vozAMpcjG0DB2_qKETjZWQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Kravdokument,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_bjawMNZwHC5OwAvD2GiozQ,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_bjawMNZwHC5OwAvD2GiozQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Källdokument,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_wu06SmlhFJmOBYWPu2oS2Q,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_wu06SmlhFJmOBYWPu2oS2Q
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Papperskorg,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_I4zNcon8F610FTh-7o2FCg,https://clm.celeris.se/rm/types/AT_2lKJwLCWEe-SeK_m0lzPFg#_I4zNcon8F610FTh-7o2FCg
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,ForeignCreatedBy,,http://jazz.net/ns/rm/dng/attribute#masterForeignCreatedBy,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,ForeignCreatedOn,,http://jazz.net/ns/rm/dng/attribute#masterForeignCreatedOn,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,ForeignID,,http://jazz.net/ns/rm/dng/attribute#masterForeignId,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,ForeignModifiedBy,,http://jazz.net/ns/rm/dng/attribute#masterForeignModifiedBy,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,ForeignModifiedOn,,http://jazz.net/ns/rm/dng/attribute#masterForeignModifiedOn,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Gammalt ID (Utgår)',,https://trafikverket.se/rgv/attribute/gammaltid,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,Identifier,,dcterms:identifier,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,'Initial PHSLH',,https://clm.celeris.se/rm/types/AD_cc0D1UqNEe-lXMAnwStbdQ,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,--,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWFEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWFEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Certain,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDUqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,'Extremely Unlikely',https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWE0qNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWE0qNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Likely,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDkqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWDkqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,'Somewhat Likely',https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEEqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEEqNEe-lXMAnwStbdQ
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Variant_A_for_a_specific_customer___change_set_mandatory_attributes,,Unlikely,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEUqNEe-lXMAnwStbdQ,https://clm.celeris.se/rm/types/AT_cXvWDEqNEe-lXMAnwStbdQ#_cXvWEUqNEe-lXMAnwStbdQ
