Project,Shape,Property Name,Property label,URI
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'115 Culverts an trenches in the ground (C)',https://dng.skb.se/valu/csgn#115,https://dng.skb.se/valu/csgn#115
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'117 External earthing and lightning arresting system',https://dng.skb.se/valu/csgn#117,https://dng.skb.se/valu/csgn#117
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'121 Receiving building (M)',https://dng.skb.se/valu/csgn#121,https://dng.skb.se/valu/csgn#121
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'123 Electrical building (E',https://dng.skb.se/valu/csgn#123,https://dng.skb.se/valu/csgn#123
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'124 Encapsulation building (I)',https://dng.skb.se/valu/csgn#124,https://dng.skb.se/valu/csgn#124
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'125 Electrical building encapsulation (N)',https://dng.skb.se/valu/csgn#125,https://dng.skb.se/valu/csgn#125
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'127 Safety Building',https://dng.skb.se/valu/csgn#127,https://dng.skb.se/valu/csgn#127
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'140 Building for backup power, normal operation (O)'",https://dng.skb.se/valu/csgn#140,https://dng.skb.se/valu/csgn#140
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'143 143, Building for backup power, physical protection (D)'",https://dng.skb.se/valu/csgn#143,https://dng.skb.se/valu/csgn#143
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'145 Cooling water intake building (R)',https://dng.skb.se/valu/csgn#145,https://dng.skb.se/valu/csgn#145
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'146 Building for transport casks and disposal canisters (U)',https://dng.skb.se/valu/csgn#146,https://dng.skb.se/valu/csgn#146
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'154 Pools in receiving building',https://dng.skb.se/valu/csgn#154,https://dng.skb.se/valu/csgn#154
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'2 Equipment for Receiving, Handling, Storage'",https://dng.skb.se/valu/csgn#2,https://dng.skb.se/valu/csgn#2
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'233 Fuel Elevator',https://dng.skb.se/valu/csgn#233,https://dng.skb.se/valu/csgn#233
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'255 Handling station equipment',https://dng.skb.se/valu/csgn#255,https://dng.skb.se/valu/csgn#255
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'256 Inert and lidding station equipment',https://dng.skb.se/valu/csgn#256,https://dng.skb.se/valu/csgn#256
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'257 Welding station equipment',https://dng.skb.se/valu/csgn#257,https://dng.skb.se/valu/csgn#257
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'258 Machining station equipment',https://dng.skb.se/valu/csgn#258,https://dng.skb.se/valu/csgn#258
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'259 NDT station equipment',https://dng.skb.se/valu/csgn#259,https://dng.skb.se/valu/csgn#259
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'267 Hantering av använda aktiva filter',https://dng.skb.se/valu/csgn#267,https://dng.skb.se/valu/csgn#267
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'268 Hanteringsklockor',https://dng.skb.se/valu/csgn#268,https://dng.skb.se/valu/csgn#268
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'269 Transport casks for disposal canisters',https://dng.skb.se/valu/csgn#269,https://dng.skb.se/valu/csgn#269
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'278 Disposal canisters',https://dng.skb.se/valu/csgn#278,https://dng.skb.se/valu/csgn#278
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'281 Main overhead cranes in receiving building',https://dng.skb.se/valu/csgn#281,https://dng.skb.se/valu/csgn#281
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'282 Auxilary cranes',https://dng.skb.se/valu/csgn#282,https://dng.skb.se/valu/csgn#282
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'283 Lyftverktyg',https://dng.skb.se/valu/csgn#283,https://dng.skb.se/valu/csgn#283
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'284 Main overhead cranes in encapsulation building',https://dng.skb.se/valu/csgn#284,https://dng.skb.se/valu/csgn#284
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'287 Shielded transport frames',https://dng.skb.se/valu/csgn#287,https://dng.skb.se/valu/csgn#287
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'289 Equipment for receiving and inspection of disposal canister',https://dng.skb.se/valu/csgn#289,https://dng.skb.se/valu/csgn#289
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'293 Transport and handling equipment in dispatch hall',https://dng.skb.se/valu/csgn#293,https://dng.skb.se/valu/csgn#293
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'294 Disposal canister handling station',https://dng.skb.se/valu/csgn#294,https://dng.skb.se/valu/csgn#294
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'295 Disposal canister handling machine',https://dng.skb.se/valu/csgn#295,https://dng.skb.se/valu/csgn#295
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'296 Equipment for transport casks for disposal canisters',https://dng.skb.se/valu/csgn#296,https://dng.skb.se/valu/csgn#296
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'297 Power manipulators',https://dng.skb.se/valu/csgn#297,https://dng.skb.se/valu/csgn#297
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'298 Master slave manipulators',https://dng.skb.se/valu/csgn#298,https://dng.skb.se/valu/csgn#298
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'3 Auxiliary Systems',https://dng.skb.se/valu/csgn#3,https://dng.skb.se/valu/csgn#3
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'327 Emergency cooling system for storage pools',https://dng.skb.se/valu/csgn#327,https://dng.skb.se/valu/csgn#327
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'345 Controlled area floor drainage system',https://dng.skb.se/valu/csgn#345,https://dng.skb.se/valu/csgn#345
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'35 Disposal canister auxiliary systems',https://dng.skb.se/valu/csgn#35,https://dng.skb.se/valu/csgn#35
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'351 Fuel drying system',https://dng.skb.se/valu/csgn#351,https://dng.skb.se/valu/csgn#351
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'354 Decontamination equipment for disposal canister',https://dng.skb.se/valu/csgn#354,https://dng.skb.se/valu/csgn#354
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'357 Friction stir welding machine',https://dng.skb.se/valu/csgn#357,https://dng.skb.se/valu/csgn#357
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'358 Machining equipment for disposal canisterl',https://dng.skb.se/valu/csgn#358,https://dng.skb.se/valu/csgn#358
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'36 Treatment of solid waste',https://dng.skb.se/valu/csgn#36,https://dng.skb.se/valu/csgn#36
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'363 Handling of active filters',https://dng.skb.se/valu/csgn#363,https://dng.skb.se/valu/csgn#363
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'365 Handling of copper chips',https://dng.skb.se/valu/csgn#365,https://dng.skb.se/valu/csgn#365
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'371 Purification of process water',https://dng.skb.se/valu/csgn#371,https://dng.skb.se/valu/csgn#371
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'5 Control Equipment',https://dng.skb.se/valu/csgn#5,https://dng.skb.se/valu/csgn#5
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'506 Network based programmable equipment',https://dng.skb.se/valu/csgn#506,https://dng.skb.se/valu/csgn#506
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'511 Control panels, tables and desks'",https://dng.skb.se/valu/csgn#511,https://dng.skb.se/valu/csgn#511
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'541 Process measurement',https://dng.skb.se/valu/csgn#541,https://dng.skb.se/valu/csgn#541
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'542 Process control',https://dng.skb.se/valu/csgn#542,https://dng.skb.se/valu/csgn#542
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'543 Object manouvre',https://dng.skb.se/valu/csgn#543,https://dng.skb.se/valu/csgn#543
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'551 Smear test equipment for disposal canisterl',https://dng.skb.se/valu/csgn#551,https://dng.skb.se/valu/csgn#551
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'553 Radioactivity measurement in ventilation chimney',https://dng.skb.se/valu/csgn#553,https://dng.skb.se/valu/csgn#553
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'554 Radioactivity measurement in process system',https://dng.skb.se/valu/csgn#554,https://dng.skb.se/valu/csgn#554
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'555 Radioactivity measurement in rooms',https://dng.skb.se/valu/csgn#555,https://dng.skb.se/valu/csgn#555
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'57 Encapsulation measurements',https://dng.skb.se/valu/csgn#57,https://dng.skb.se/valu/csgn#57
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'571 X-ray measurement of disposal canisterl',https://dng.skb.se/valu/csgn#571,https://dng.skb.se/valu/csgn#571
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'572 Ultra-sonic measurement of disposal canister',https://dng.skb.se/valu/csgn#572,https://dng.skb.se/valu/csgn#572
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'573 Eddy current measurement of disposal canister',https://dng.skb.se/valu/csgn#573,https://dng.skb.se/valu/csgn#573
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'574 Geometrical measurement of disposal canister',https://dng.skb.se/valu/csgn#574,https://dng.skb.se/valu/csgn#574
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'59 Safe Guard',https://dng.skb.se/valu/csgn#59,https://dng.skb.se/valu/csgn#59
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'591 Safe Guard Equipment',https://dng.skb.se/valu/csgn#591,https://dng.skb.se/valu/csgn#591
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'6 Electrical systems',https://dng.skb.se/valu/csgn#6,https://dng.skb.se/valu/csgn#6
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'63 Grid for safety functions',https://dng.skb.se/valu/csgn#63,https://dng.skb.se/valu/csgn#63
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'631 6,3 kV safety grid'",https://dng.skb.se/valu/csgn#631,https://dng.skb.se/valu/csgn#631
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'633 690 V safety grid',https://dng.skb.se/valu/csgn#633,https://dng.skb.se/valu/csgn#633
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'634 400/230 V safety grid',https://dng.skb.se/valu/csgn#634,https://dng.skb.se/valu/csgn#634
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'641 Ordinary 6,3 kV grid'",https://dng.skb.se/valu/csgn#641,https://dng.skb.se/valu/csgn#641
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'644 Ordinary 380/220 V and 400/230 V grid ',https://dng.skb.se/valu/csgn#644,https://dng.skb.se/valu/csgn#644
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'650 Diesel generator system',https://dng.skb.se/valu/csgn#650,https://dng.skb.se/valu/csgn#650
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'651 Safety diesel generator system',https://dng.skb.se/valu/csgn#651,https://dng.skb.se/valu/csgn#651
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'656 Diesel fuel oil system',https://dng.skb.se/valu/csgn#656,https://dng.skb.se/valu/csgn#656
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'657 Safety diesel fuel oil system',https://dng.skb.se/valu/csgn#657,https://dng.skb.se/valu/csgn#657
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'658 Safety diesel starting air system',https://dng.skb.se/valu/csgn#658,https://dng.skb.se/valu/csgn#658
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'663 400V process grid',https://dng.skb.se/valu/csgn#663,https://dng.skb.se/valu/csgn#663
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'664 400V physical protection grid',https://dng.skb.se/valu/csgn#664,https://dng.skb.se/valu/csgn#664
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'671 110 V DC safety grid',https://dng.skb.se/valu/csgn#671,https://dng.skb.se/valu/csgn#671
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'672 110VDC',https://dng.skb.se/valu/csgn#672,https://dng.skb.se/valu/csgn#672
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'674 +24 V DC safety grid',https://dng.skb.se/valu/csgn#674,https://dng.skb.se/valu/csgn#674
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'676 UPS 400/230 V AC safety grid',https://dng.skb.se/valu/csgn#676,https://dng.skb.se/valu/csgn#676
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'677 230VAC',https://dng.skb.se/valu/csgn#677,https://dng.skb.se/valu/csgn#677
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'678 400/230VAC',https://dng.skb.se/valu/csgn#678,https://dng.skb.se/valu/csgn#678
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'684 Inre jordlinenät',https://dng.skb.se/valu/csgn#684,https://dng.skb.se/valu/csgn#684
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'693 Kabelvägar',https://dng.skb.se/valu/csgn#693,https://dng.skb.se/valu/csgn#693
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'7 Service systems',https://dng.skb.se/valu/csgn#7,https://dng.skb.se/valu/csgn#7
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'717 Emergency air cooling system for storage pools',https://dng.skb.se/valu/csgn#717,https://dng.skb.se/valu/csgn#717
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'718, Emergency air cooling system for receiving pools'",https://dng.skb.se/valu/csgn#718,https://dng.skb.se/valu/csgn#718
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'723 Closed cooling circuits for general cooling purposes',https://dng.skb.se/valu/csgn#723,https://dng.skb.se/valu/csgn#723
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'727 Intermediate emergency cooling system for storage pools',https://dng.skb.se/valu/csgn#727,https://dng.skb.se/valu/csgn#727
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'728, Intermediate emergency cooling system for receiving pools'",https://dng.skb.se/valu/csgn#728,https://dng.skb.se/valu/csgn#728
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'733 Distribution system for new demineralized water',https://dng.skb.se/valu/csgn#733,https://dng.skb.se/valu/csgn#733
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,"'737, Emergency feed water system for pools'",https://dng.skb.se/valu/csgn#737,https://dng.skb.se/valu/csgn#737
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'741 Ventilation system for emergency control room',https://dng.skb.se/valu/csgn#741,https://dng.skb.se/valu/csgn#741
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__Dev_Thierry_attributes,,'742 Ventilation systems for controlled areas',https://dng.skb.se/valu/csgn#742,https://dng.skb.se/valu/csgn#742
